event_id,city,event_date,week_number,month,is_monsoon_season,rainfall_mm_24h,temperature_celsius,heat_index_celsius,aqi_value,curfew_imposed,curfew_hours,flood_detected,trigger_rain,trigger_heat,trigger_aqi,trigger_flood,trigger_curfew,any_trigger_fired,disrupted_hours,n_affected_zones,affected_zone_ids
E000082,Chennai,2025-07-21,82,7,True,103.7,34.6,40.1,70.4,False,0,False,True,False,False,False,False,True,6,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000083,Chennai,2025-07-28,83,7,True,21.3,32.0,37.6,61.6,False,0,False,False,False,False,False,False,False,0,0,
E000084,Chennai,2025-08-04,84,8,True,131.9,34.7,43.3,59.9,True,6,False,True,False,False,False,True,True,6,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000085,Chennai,2025-08-11,85,8,True,72.1,28.6,36.1,30.0,False,0,False,True,False,False,False,False,True,9,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000086,Chennai,2025-08-18,86,8,True,7.3,33.2,40.9,51.7,False,0,False,False,False,False,False,False,False,0,0,
E000087,Chennai,2025-08-25,87,8,True,48.9,30.4,33.9,30.0,False,0,False,False,False,False,False,False,False,0,0,
E000088,Chennai,2025-09-01,88,9,True,8.4,33.0,35.7,73.3,False,0,False,False,False,False,False,False,False,0,0,
E000089,Chennai,2025-09-08,89,9,True,98.9,31.0,38.7,51.9,False,0,True,True,False,False,True,False,True,3,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000090,Chennai,2025-09-15,90,9,True,23.3,29.9,35.2,117.2,False,0,False,False,False,False,False,False,False,0,0,
E000091,Chennai,2025-09-22,91,9,True,19.0,32.3,35.3,90.2,False,0,False,False,False,False,False,False,False,0,0,
E000092,Chennai,2025-09-29,92,9,True,24.4,30.1,34.3,48.3,False,0,False,False,False,False,False,False,False,0,0,
E000093,Chennai,2025-10-06,93,10,True,60.6,27.1,33.6,99.9,False,0,False,False,False,False,False,False,False,0,0,
E000094,Chennai,2025-10-13,94,10,True,26.8,24.6,30.2,72.7,False,0,False,False,False,False,False,False,False,0,0,
E000095,Chennai,2025-10-20,95,10,True,12.9,26.1,29.0,51.9,False,0,False,False,False,False,False,False,False,0,0,
E000096,Chennai,2025-10-27,96,10,True,140.7,26.3,32.3,30.0,False,0,True,True,False,False,True,False,True,5,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000097,Chennai,2025-11-03,97,11,False,0.0,24.7,28.7,139.6,False,0,False,False,False,False,False,False,False,0,0,
E000098,Chennai,2025-11-10,98,11,False,0.0,22.0,27.3,190.9,False,0,False,False,False,False,False,False,False,0,0,
E000099,Chennai,2025-11-17,99,11,False,41.0,26.4,29.9,164.9,False,0,False,False,False,False,False,False,False,0,0,
E000100,Chennai,2025-11-24,100,11,False,0.0,22.2,28.6,175.1,False,0,False,False,False,False,False,False,False,0,0,
E000101,Chennai,2025-12-01,101,12,False,0.0,28.0,35.6,167.2,False,0,False,False,False,False,False,False,False,0,0,
E000102,Chennai,2025-12-08,102,12,False,0.0,20.8,27.0,157.1,False,0,False,False,False,False,False,False,False,0,0,
E000103,Chennai,2025-12-15,103,12,False,0.0,22.6,31.3,182.9,False,0,False,False,False,False,False,False,False,0,0,
E000104,Chennai,2025-12-22,104,12,False,106.5,19.1,25.4,189.3,False,0,False,True,False,False,False,False,True,4,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000105,Chennai,2025-12-29,105,12,False,0.0,20.4,23.9,127.2,False,0,False,False,False,False,False,False,False,0,0,
E000106,Chennai,2026-01-05,106,1,False,0.0,27.7,36.9,102.6,False,0,False,False,False,False,False,False,False,0,0,
E000107,Chennai,2026-01-12,107,1,False,0.0,25.2,31.7,140.5,False,0,False,False,False,False,False,False,False,0,0,
E000108,Chennai,2026-01-19,108,1,False,0.0,26.1,31.4,169.4,False,0,False,False,False,False,False,False,False,0,0,
E000109,Chennai,2026-01-26,109,1,False,24.7,24.8,30.4,167.6,False,0,False,False,False,False,False,False,False,0,0,
E000110,Chennai,2026-02-02,110,2,False,41.8,25.3,29.8,201.8,False,0,False,False,False,False,False,False,False,0,0,
E000111,Chennai,2026-02-09,111,2,False,0.0,24.2,27.2,194.4,False,0,False,False,False,False,False,False,False,0,0,
E000112,Chennai,2026-02-16,112,2,False,0.0,19.3,25.0,190.8,False,0,False,False,False,False,False,False,False,0,0,
E000113,Chennai,2026-02-23,113,2,False,0.0,23.6,30.6,185.0,False,0,False,False,False,False,False,False,False,0,0,
E000114,Chennai,2026-03-02,114,3,False,0.0,26.4,33.4,75.1,False,0,False,False,False,False,False,False,False,0,0,
E000115,Chennai,2026-03-09,115,3,False,0.0,29.0,32.4,66.9,False,0,False,False,False,False,False,False,False,0,0,
E000116,Chennai,2026-03-16,116,3,False,40.9,28.4,37.0,142.9,False,0,False,False,False,False,False,False,False,0,0,
E000117,Chennai,2026-03-23,117,3,False,0.0,25.4,33.7,72.3,False,0,False,False,False,False,False,False,False,0,0,
E000118,Chennai,2026-03-30,118,3,False,0.0,18.9,21.1,56.6,True,17,False,False,False,False,False,True,True,17,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000119,Chennai,2026-04-06,119,4,False,0.0,24.4,33.3,112.3,False,0,False,False,False,False,False,False,False,0,0,
E000120,Chennai,2026-04-13,120,4,False,0.0,25.3,32.3,78.3,False,0,False,False,False,False,False,False,False,0,0,
E000121,Chennai,2026-04-20,121,4,False,0.0,28.7,36.1,123.4,False,0,False,False,False,False,False,False,False,0,0,
E000122,Chennai,2026-04-27,122,4,False,0.0,26.1,35.3,130.2,False,0,False,False,False,False,False,False,False,0,0,
E000123,Chennai,2026-05-04,123,5,False,0.0,29.4,38.1,131.3,False,0,False,False,False,False,False,False,False,0,0,
E000124,Chennai,2026-05-11,124,5,False,0.0,32.0,37.7,85.0,False,0,False,False,False,False,False,False,False,0,0,
E000125,Chennai,2026-05-18,125,5,False,0.0,26.9,31.0,64.6,False,0,False,False,False,False,False,False,False,0,0,
E000126,Chennai,2026-05-25,126,5,False,0.0,33.7,42.2,95.7,False,0,False,False,False,False,False,False,False,0,0,
E000127,Chennai,2026-06-01,127,6,True,110.3,33.9,39.7,90.4,False,0,False,True,False,False,False,False,True,7,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000128,Chennai,2026-06-08,128,6,True,181.4,33.6,42.6,72.6,True,23,True,True,False,False,True,True,True,23,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000129,Chennai,2026-06-15,129,6,True,32.4,33.0,37.1,102.9,False,0,False,False,False,False,False,False,False,0,0,
E000130,Chennai,2026-06-22,130,6,True,77.2,37.1,46.3,37.7,False,0,False,True,False,False,False,False,True,5,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000131,Chennai,2026-06-29,131,6,True,50.0,36.6,39.2,54.0,False,0,False,False,False,False,False,False,False,0,0,
E000132,Chennai,2026-07-06,132,7,True,60.0,35.0,41.2,76.4,False,0,False,False,False,False,False,False,False,0,0,
E000133,Chennai,2026-07-13,133,7,True,12.3,38.4,46.8,45.8,False,0,False,False,False,False,False,False,False,0,0,
E000134,Chennai,2026-07-20,134,7,True,34.6,32.9,37.8,44.9,False,0,False,False,False,False,False,False,False,0,0,
E000135,Chennai,2026-07-27,135,7,True,107.1,34.7,38.4,33.5,False,0,False,True,False,False,False,False,True,4,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000136,Chennai,2026-08-03,136,8,True,52.7,35.4,43.0,61.6,False,0,False,False,False,False,False,False,False,0,0,
E000137,Chennai,2026-08-10,137,8,True,67.7,31.4,41.2,70.0,False,0,True,True,False,False,True,False,True,4,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000138,Chennai,2026-08-17,138,8,True,159.9,28.6,34.5,87.1,False,0,True,True,False,False,True,False,True,6,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000139,Chennai,2026-08-24,139,8,True,54.3,33.0,42.8,59.1,False,0,False,False,False,False,False,False,False,0,0,
E000140,Chennai,2026-08-31,140,8,True,29.7,32.7,37.7,75.0,False,0,False,False,False,False,False,False,False,0,0,
E000141,Chennai,2026-09-07,141,9,True,49.2,31.3,39.2,54.2,False,0,False,False,False,False,False,False,False,0,0,
E000142,Chennai,2026-09-14,142,9,True,81.4,32.9,42.8,30.0,False,0,False,True,False,False,False,False,True,5,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000143,Chennai,2026-09-21,143,9,True,0.0,30.6,34.6,43.5,False,0,False,False,False,False,False,False,False,0,0,
E000144,Chennai,2026-09-28,144,9,True,0.0,36.3,43.3,80.6,False,0,False,False,False,False,False,False,False,0,0,
E000145,Chennai,2026-10-05,145,10,True,52.7,30.4,35.7,45.1,False,0,False,False,False,False,False,False,False,0,0,
E000146,Chennai,2026-10-12,146,10,True,5.9,27.2,30.9,102.8,False,0,False,False,False,False,False,False,False,0,0,
E000147,Chennai,2026-10-19,147,10,True,61.2,29.5,34.4,73.7,False,0,False,False,False,False,False,False,False,0,0,
E000148,Chennai,2026-10-26,148,10,True,25.4,26.0,33.9,65.7,False,0,False,False,False,False,False,False,False,0,0,
E000149,Chennai,2026-11-02,149,11,False,13.7,30.4,38.1,171.2,False,0,False,False,False,False,False,False,False,0,0,
E000150,Chennai,2026-11-09,150,11,False,62.8,24.8,34.0,164.1,False,0,False,False,False,False,False,False,False,0,0,
E000151,Chennai,2026-11-16,151,11,False,0.0,26.3,35.4,160.7,False,0,False,False,False,False,False,False,False,0,0,
E000152,Chennai,2026-11-23,152,11,False,0.0,29.4,35.2,150.4,False,0,False,False,False,False,False,False,False,0,0,
E000153,Chennai,2026-11-30,153,11,False,0.0,25.2,35.0,202.4,False,0,False,False,False,False,False,False,False,0,0,
E000154,Chennai,2026-12-07,154,12,False,98.8,24.4,28.6,134.9,False,0,True,True,False,False,True,False,True,5,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000155,Chennai,2026-12-14,155,12,False,187.2,21.4,26.1,156.9,False,0,True,True,False,False,True,False,True,6,14,Z0001|Z0002|Z0003|Z0004|Z0005|Z0006|Z0007|Z0008|Z0009|Z0010|Z0011|Z0012|Z0096|Z0101
E000156,Chennai,2026-12-21,156,12,False,60.4,19.0,23.7,140.9,False,0,False,False,False,False,False,False,False,0,0,
E000157,Delhi,2024-01-01,1,1,False,0.0,19.0,21.4,433.2,False,0,False,False,False,True,False,False,True,11,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000158,Delhi,2024-01-08,2,1,False,0.0,15.4,18.1,688.0,False,0,False,False,False,True,False,False,True,4,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000159,Delhi,2024-01-15,3,1,False,0.0,22.5,24.9,447.5,False,0,False,False,False,True,False,False,True,9,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000160,Delhi,2024-01-22,4,1,False,0.0,19.9,22.0,500.5,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000161,Delhi,2024-01-29,5,1,False,0.0,23.1,29.7,451.5,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000162,Delhi,2024-02-05,6,2,False,0.0,24.7,29.7,414.8,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000163,Delhi,2024-02-12,7,2,False,0.0,23.8,29.9,366.4,False,0,False,False,False,False,False,False,False,0,0,
E000164,Delhi,2024-02-19,8,2,False,0.0,21.8,31.1,516.2,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000165,Delhi,2024-02-26,9,2,False,0.0,25.8,30.0,486.0,False,0,False,False,False,True,False,False,True,10,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000166,Delhi,2024-03-04,10,3,False,0.0,25.6,32.0,337.5,False,0,False,False,False,False,False,False,False,0,0,
E000167,Delhi,2024-03-11,11,3,False,75.5,24.8,28.1,163.4,False,0,True,True,False,False,True,False,True,8,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000168,Delhi,2024-03-18,12,3,False,0.0,23.5,32.3,171.0,False,0,False,False,False,False,False,False,False,0,0,
E000169,Delhi,2024-03-25,13,3,False,0.0,25.6,29.3,253.2,False,0,False,False,False,False,False,False,False,0,0,
E000170,Delhi,2024-04-01,14,4,False,0.0,21.5,29.8,360.4,False,0,False,False,False,False,False,False,False,0,0,
E000171,Delhi,2024-04-08,15,4,False,0.0,28.7,36.1,333.4,False,0,False,False,False,False,False,False,False,0,0,
E000172,Delhi,2024-04-15,16,4,False,0.0,30.3,38.1,416.5,False,0,False,False,False,True,False,False,True,6,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000173,Delhi,2024-04-22,17,4,False,0.0,28.1,31.2,256.2,False,0,False,False,False,False,False,False,False,0,0,
E000174,Delhi,2024-04-29,18,4,False,0.0,29.1,35.4,401.6,False,0,False,False,False,True,False,False,True,8,20,Z0013|Z0014|Z0015|Z0016|Z0017|Z0018|Z0019|Z0020|Z0021|Z0022|Z0023|Z0024|Z0025|Z0026|Z0027|Z0028|Z0029|Z0030|Z0098|Z0103
E000175,Delhi,2024-05-06,19,5,False,0.0,31.3,34.2,347.3,False,0,False,False,False,False,False,False,False,0,0,
E000176,Delhi,2024-05-13,20,5,False,0.0,26.4,32.0,278.5,False,0,False,False,False,False,False,False,False,0,0,
E000177,Delhi,2024-05-20,21,5,False,0.0,29.4,34.2,206.4,False,0,False,False,False,False,False,False,False,0,0,
E000178,Delhi,2024-05-27,22,5,False,0.0,27.0,31.1,346.2,False,0,False,False,False,False,False,False,False,0,0,
E000179,Delhi,2024-06-03,23,6,True,0.0,30.9,35.2,108.3,False,0,False,False,False,False,False,False,False,0,0,
