max_rainfall,max_aqi,max_temp,curfew_any,flood_any,avg_zone_risk,avg_rain_forecast,avg_aqi_forecast,n_active_policies,is_monsoon,is_winter,exposure_score,week_of_year,loss_ratio,city,week_number
168.7,133.8,29.4,0,1,0.3202639705882353,0.11400735294117648,110.20367647058823,136.0,0,0,0.56768,19,2.9501056794347758,Ahmedabad,19
0.0,142.7,34.1,0,0,0.3200392307692308,0.11452999999999999,112.43846153846154,130.0,0,0,0.08561999999999999,20,0.0,Ahmedabad,20
0.0,162.9,31.1,0,0,0.3201064516129032,0.11703548387096774,109.70241935483871,124.0,0,0,0.09774000000000001,21,0.0,Ahmedabad,21
0.0,107.5,29.9,0,0,0.3210117647058824,0.11092436974789915,113.89159663865547,119.0,0,0,0.0645,22,0.0,Ahmedabad,22
55.3,122.2,29.9,0,0,0.32051327433628324,0.4751628318584071,111.26902654867256,113.0,1,0,0.18391999999999997,23,0.0,Ahmedabad,23
44.4,87.9,28.1,0,0,0.32056355140186915,0.47675420560747667,110.82803738317757,107.0,1,0,0.14154,24,0.0,Ahmedabad,24
0.0,94.8,37.1,0,0,0.3203360824742268,0.4754247422680412,112.75463917525774,97.0,1,0,0.05687999999999999,25,0.0,Ahmedabad,25
49.6,115.5,32.3,0,0,0.32211521739130433,0.4754434782608696,112.7445652173913,92.0,1,0,0.1685,26,0.0,Ahmedabad,26
0.0,110.4,31.7,0,0,0.32299036144578314,0.47481445783132525,110.58915662650602,83.0,1,0,0.06624000000000001,27,0.0,Ahmedabad,27
74.3,65.1,36.4,0,1,0.32349466666666665,0.4763226666666667,108.30133333333333,75.0,1,0,0.33765999999999996,28,2.0737198173124662,Ahmedabad,28
0.0,96.6,31.6,1,0,0.32329594594594596,0.48183378378378383,114.7472972972973,74.0,1,0,0.20795999999999998,29,2.469050489236791,Ahmedabad,29
0.0,105.7,31.3,0,0,0.32460144927536233,0.4797333333333333,113.51739130434783,69.0,1,0,0.06342,30,0.0,Ahmedabad,30
11.7,119.4,34.2,0,0,0.3237484375,0.47135,110.3703125,64.0,1,0,0.09504,31,0.0,Ahmedabad,31
7.0,77.9,36.3,0,0,0.32355666666666666,0.488385,120.765,60.0,1,0,0.06074,32,0.0,Ahmedabad,32
89.7,97.9,29.6,0,0,0.32355666666666666,0.47251,108.51166666666667,60.0,1,0,0.23814000000000002,33,1.6789418435359214,Ahmedabad,33
40.1,115.9,33.9,0,0,0.3266290909090909,0.4843363636363636,108.6509090909091,55.0,1,0,0.14974,34,0.0,Ahmedabad,34
0.0,115.3,24.1,0,0,0.3267826923076923,0.46301730769230764,109.03076923076924,52.0,1,0,0.06917999999999999,35,0.0,Ahmedabad,35
0.0,110.2,32.4,0,0,0.3289265306122449,0.4666122448979592,104.71020408163265,49.0,1,0,0.06612,36,0.0,Ahmedabad,36
0.0,101.5,29.8,0,0,0.3303608695652174,0.48558478260869564,111.6195652173913,46.0,1,0,0.0609,37,0.0,Ahmedabad,37
130.7,103.8,32.6,0,0,0.3301866666666667,0.4776311111111111,112.64444444444445,45.0,1,0,0.32368,38,1.5698050375595791,Ahmedabad,38
0.0,153.3,30.0,0,0,0.33042926829268293,0.4856317073170732,108.55609756097562,41.0,1,0,0.09198,39,0.0,Ahmedabad,39
0.0,107.0,33.0,0,0,0.3319842105263158,0.47461315789473685,115.09210526315789,38.0,1,0,0.0642,40,0.0,Ahmedabad,40
0.0,131.3,26.5,0,0,0.3310676470588235,0.4707264705882353,114.29117647058824,34.0,1,0,0.07878,41,0.0,Ahmedabad,41
0.0,32.2,32.3,0,0,0.3302125,0.479246875,111.584375,32.0,1,0,0.01932,42,0.0,Ahmedabad,42
0.0,70.9,32.1,0,0,0.3316096774193548,0.4806709677419355,112.19999999999999,31.0,1,0,0.04254,43,0.0,Ahmedabad,43
0.0,138.2,28.5,0,0,0.3301,0.4771482758620689,114.49310344827587,29.0,1,0,0.08292,44,0.0,Ahmedabad,44
8.4,204.9,25.4,0,0,0.33039999999999997,0.11705925925925927,263.56296296296296,27.0,0,1,0.13974,45,0.0,Ahmedabad,45
0.0,212.6,26.6,0,0,0.3304375,0.11224166666666667,253.27916666666667,24.0,0,1,0.12755999999999998,46,0.0,Ahmedabad,46
0.0,178.7,25.1,0,0,0.3265954545454546,0.12282727272727273,251.1,22.0,0,1,0.10722,47,0.0,Ahmedabad,47
0.0,279.7,26.5,0,0,0.32237499999999997,0.12926500000000002,248.685,20.0,0,1,0.16782,48,0.0,Ahmedabad,48
0.0,248.7,20.2,0,0,0.31993157894736846,0.1266578947368421,256.2684210526316,19.0,0,1,0.14922,49,0.0,Ahmedabad,49
0.0,317.5,18.5,0,0,0.31617333333333336,0.13258666666666666,252.76000000000002,15.0,0,1,0.1905,50,0.0,Ahmedabad,50
0.0,194.6,21.9,0,0,0.31617333333333336,0.10872666666666667,266.74,15.0,0,1,0.11675999999999999,51,0.0,Ahmedabad,51
0.0,237.5,24.4,0,0,0.3161714285714286,0.11167857142857142,248.29285714285714,14.0,0,1,0.1425,52,0.0,Ahmedabad,52
0.0,256.9,21.6,0,0,0.3161714285714286,0.12589999999999998,256.12142857142857,14.0,0,1,0.15413999999999997,1,0.0,Ahmedabad,53
0.0,244.5,24.5,0,0,0.3184230769230769,0.10661538461538463,244.93846153846152,13.0,0,1,0.1467,2,0.0,Ahmedabad,54
0.0,298.9,22.3,0,0,0.322,0.09095833333333332,267.22499999999997,12.0,0,1,0.17934,3,0.0,Ahmedabad,55
0.0,275.6,22.8,0,0,0.31774545454545455,0.13736363636363635,262.90000000000003,11.0,0,1,0.16536,4,0.0,Ahmedabad,56
0.0,340.6,22.2,0,0,0.31823,0.11925,253.58,10.0,0,1,0.20436,5,0.0,Ahmedabad,57
0.0,247.5,26.7,0,0,0.31823,0.1256,260.96999999999997,10.0,0,1,0.1485,6,0.0,Ahmedabad,58
0.0,242.8,24.0,0,0,0.31823,0.12919,255.9,10.0,0,1,0.14568,7,0.0,Ahmedabad,59
0.0,265.2,20.9,0,0,0.31823,0.12333000000000001,246.01999999999998,10.0,0,1,0.15911999999999998,8,0.0,Ahmedabad,60
0.0,310.1,21.0,0,0,0.31823,0.13073,244.28000000000003,10.0,0,1,0.18606000000000003,9,0.0,Ahmedabad,61
0.0,164.4,24.5,0,0,0.31823,0.12292,114.55,10.0,0,0,0.09864,10,0.0,Ahmedabad,62
0.0,73.0,31.9,0,0,0.3229777777777778,0.13235555555555556,106.85555555555555,9.0,0,0,0.0438,11,0.0,Ahmedabad,63
0.0,173.5,32.6,0,0,0.3274875,0.1255375,117.225,8.0,0,0,0.10409999999999998,12,0.0,Ahmedabad,64
0.0,122.3,23.6,1,0,0.3274875,0.1344125,107.825,8.0,0,0,0.22337999999999997,13,3.9821368461210476,Ahmedabad,65
0.0,157.5,24.4,0,0,0.3274875,0.12895,112.6875,8.0,0,0,0.0945,14,0.0,Ahmedabad,66
0.0,109.6,28.5,0,0,0.32116,0.13564,94.16,5.0,0,0,0.06575999999999999,15,0.0,Ahmedabad,67
0.0,132.0,25.5,0,0,0.32116,0.10544,103.44000000000001,5.0,0,0,0.0792,16,0.0,Ahmedabad,68
0.0,85.8,29.5,0,0,0.334275,0.074475,118.4,4.0,0,0,0.05148,17,0.0,Ahmedabad,69
0.0,81.4,33.8,0,0,0.334275,0.124275,110.95,4.0,0,0,0.04884,18,0.0,Ahmedabad,70
0.0,175.2,35.2,0,0,0.334275,0.079675,114.375,4.0,0,0,0.10511999999999999,19,0.0,Ahmedabad,71
0.0,130.8,30.8,0,0,0.32276666666666665,0.0924,139.0,3.0,0,0,0.07848,20,0.0,Ahmedabad,72
0.0,125.9,29.2,0,0,0.32276666666666665,0.12913333333333335,111.8,3.0,0,0,0.07554000000000001,21,0.0,Ahmedabad,73
0.0,193.3,31.5,0,0,0.32276666666666665,0.10883333333333334,130.73333333333332,3.0,0,0,0.11598,22,0.0,Ahmedabad,74
51.4,96.4,30.0,0,0,0.32276666666666665,0.48069999999999996,86.96666666666665,3.0,1,0,0.16064,23,0.0,Ahmedabad,75
23.8,133.9,35.9,0,0,0.32276666666666665,0.47659999999999997,130.96666666666667,3.0,1,0,0.12794,24,0.0,Ahmedabad,76
177.8,130.8,33.0,0,1,0.32276666666666665,0.4348666666666667,85.93333333333334,3.0,1,0,0.58408,25,3.053405994550409,Ahmedabad,77
0.0,98.2,34.0,0,0,0.32276666666666665,0.4149,138.23333333333335,3.0,1,0,0.05892,26,0.0,Ahmedabad,78
0.0,82.1,37.2,0,0,0.32276666666666665,0.4613666666666667,109.39999999999999,3.0,1,0,0.04925999999999999,27,0.0,Ahmedabad,79
0.0,145.4,36.8,0,0,0.29585,0.4508,98.19999999999999,2.0,1,0,0.08724,28,0.0,Ahmedabad,80
53.5,66.1,30.5,0,0,0.29585,0.49045,101.69999999999999,2.0,1,0,0.14666,29,0.0,Ahmedabad,81
91.8,82.7,32.1,0,1,0.29585,0.5122,93.8,2.0,1,0,0.38322,30,3.341191528012881,Ahmedabad,82
0.0,199.1,29.6,0,0,0.29585,0.4697,137.55,2.0,1,0,0.11946,31,0.0,Ahmedabad,83
0.0,97.3,31.1,0,0,0.2755,0.5271,90.0,1.0,1,0,0.058379999999999994,32,0.0,Ahmedabad,84
20.0,76.1,31.9,0,0,0.2755,0.4586,116.3,1.0,1,0,0.08566000000000001,33,0.0,Ahmedabad,85
115.2,114.8,33.1,0,1,0.2755,0.4603,74.4,1.0,1,0,0.44928,34,0.0,Ahmedabad,86
45.5,95.3,31.4,0,0,0.0,0.0,0.0,0.0,1,0,0.14818,35,0.0,Ahmedabad,87
0.0,65.3,31.8,0,0,0.0,0.0,0.0,0.0,1,0,0.03918,36,0.0,Ahmedabad,88
0.0,80.0,29.1,0,0,0.0,0.0,0.0,0.0,1,0,0.048,37,0.0,Ahmedabad,89
0.0,46.3,34.4,0,0,0.0,0.0,0.0,0.0,1,0,0.027779999999999996,38,0.0,Ahmedabad,90
0.0,99.8,31.8,1,0,0.0,0.0,0.0,0.0,1,0,0.20987999999999998,39,0.0,Ahmedabad,91
0.0,95.1,27.9,0,0,0.0,0.0,0.0,0.0,1,0,0.05705999999999999,40,0.0,Ahmedabad,92
172.3,128.5,25.5,0,1,0.0,0.0,0.0,0.0,1,0,0.5717,41,0.0,Ahmedabad,93
44.0,110.3,22.8,1,0,0.0,0.0,0.0,0.0,1,0,0.30418,42,0.0,Ahmedabad,94
0.0,121.4,27.3,0,0,0.0,0.0,0.0,0.0,1,0,0.07284,43,0.0,Ahmedabad,95
0.0,68.2,24.5,0,0,0.0,0.0,0.0,0.0,1,0,0.04092,44,0.0,Ahmedabad,96
0.0,264.3,22.9,0,0,0.0,0.0,0.0,0.0,0,1,0.15858000000000003,45,0.0,Ahmedabad,97
0.0,259.9,23.5,0,0,0.0,0.0,0.0,0.0,0,1,0.15593999999999997,46,0.0,Ahmedabad,98
0.0,232.7,28.1,0,0,0.0,0.0,0.0,0.0,0,1,0.13962,47,0.0,Ahmedabad,99
0.0,260.7,29.6,0,0,0.0,0.0,0.0,0.0,0,1,0.15641999999999998,48,0.0,Ahmedabad,100
0.0,187.1,20.2,0,0,0.0,0.0,0.0,0.0,0,1,0.11225999999999998,49,0.0,Ahmedabad,101
0.0,222.7,19.3,0,0,0.0,0.0,0.0,0.0,0,1,0.13362,50,0.0,Ahmedabad,102
0.0,192.8,17.9,0,0,0.0,0.0,0.0,0.0,0,1,0.11567999999999999,51,0.0,Ahmedabad,103
0.0,241.8,24.0,0,0,0.0,0.0,0.0,0.0,0,1,0.14508000000000001,52,0.0,Ahmedabad,104
0.0,289.9,21.8,0,0,0.0,0.0,0.0,0.0,0,1,0.17393999999999998,1,0.0,Ahmedabad,105
0.0,258.1,19.2,0,0,0.0,0.0,0.0,0.0,0,1,0.15486,2,0.0,Ahmedabad,106
0.0,290.4,22.4,0,0,0.0,0.0,0.0,0.0,0,1,0.17423999999999998,3,0.0,Ahmedabad,107
0.0,239.3,23.1,0,0,0.0,0.0,0.0,0.0,0,1,0.14358,4,0.0,Ahmedabad,108
0.0,252.8,24.7,0,0,0.0,0.0,0.0,0.0,0,1,0.15168,5,0.0,Ahmedabad,109
0.0,268.3,22.4,0,0,0.0,0.0,0.0,0.0,0,1,0.16098,6,0.0,Ahmedabad,110
0.0,224.6,20.8,1,0,0.0,0.0,0.0,0.0,0,1,0.28476,7,0.0,Ahmedabad,111
30.9,272.6,16.6,0,0,0.0,0.0,0.0,0.0,0,1,0.22536,8,0.0,Ahmedabad,112
0.0,217.8,23.4,0,0,0.0,0.0,0.0,0.0,0,1,0.13068000000000002,9,0.0,Ahmedabad,113
0.0,132.8,24.8,0,0,0.0,0.0,0.0,0.0,0,0,0.07968,10,0.0,Ahmedabad,114
0.0,149.3,24.0,0,0,0.0,0.0,0.0,0.0,0,0,0.08958,11,0.0,Ahmedabad,115
0.0,157.4,22.5,0,0,0.0,0.0,0.0,0.0,0,0,0.09444000000000001,12,0.0,Ahmedabad,116
0.0,164.2,25.8,0,0,0.0,0.0,0.0,0.0,0,0,0.09851999999999998,13,0.0,Ahmedabad,117
0.0,105.4,25.7,0,0,0.0,0.0,0.0,0.0,0,0,0.06324,14,0.0,Ahmedabad,118
0.0,164.3,26.9,0,0,0.0,0.0,0.0,0.0,0,0,0.09858,15,0.0,Ahmedabad,119
0.0,105.5,31.6,0,0,0.0,0.0,0.0,0.0,0,0,0.0633,16,0.0,Ahmedabad,120
109.7,141.8,23.9,0,1,0.0,0.0,0.0,0.0,0,0,0.45448,17,0.0,Ahmedabad,121
0.0,90.6,28.3,1,0,0.0,0.0,0.0,0.0,0,0,0.20435999999999999,18,0.0,Ahmedabad,122
0.0,155.6,33.6,0,0,0.0,0.0,0.0,0.0,0,0,0.09335999999999998,19,0.0,Ahmedabad,123
0.0,130.4,30.0,0,0,0.0,0.0,0.0,0.0,0,0,0.07824,20,0.0,Ahmedabad,124
0.0,108.9,30.5,0,0,0.0,0.0,0.0,0.0,0,0,0.06534000000000001,21,0.0,Ahmedabad,125
196.0,128.8,28.7,0,1,0.0,0.0,0.0,0.0,0,0,0.61928,22,0.0,Ahmedabad,126
18.8,122.1,36.9,0,0,0.0,0.0,0.0,0.0,1,0,0.11085999999999999,23,0.0,Ahmedabad,127
60.5,70.6,32.1,0,0,0.0,0.0,0.0,0.0,1,0,0.16336,24,0.0,Ahmedabad,128
0.0,72.1,28.6,0,0,0.0,0.0,0.0,0.0,1,0,0.04326,25,0.0,Ahmedabad,129
14.1,106.3,35.1,0,0,0.0,0.0,0.0,0.0,1,0,0.09197999999999999,26,0.0,Ahmedabad,130
0.0,87.3,35.3,0,0,0.0,0.0,0.0,0.0,1,0,0.05238,27,0.0,Ahmedabad,131
31.2,95.9,35.1,0,0,0.0,0.0,0.0,0.0,1,0,0.11993999999999999,28,0.0,Ahmedabad,132
0.0,89.6,34.1,0,0,0.0,0.0,0.0,0.0,1,0,0.053759999999999995,29,0.0,Ahmedabad,133
0.0,111.2,36.5,0,0,0.0,0.0,0.0,0.0,1,0,0.06672,30,0.0,Ahmedabad,134
24.5,59.8,31.1,0,0,0.0,0.0,0.0,0.0,1,0,0.08488,31,0.0,Ahmedabad,135
72.6,130.6,27.8,0,1,0.0,0.0,0.0,0.0,1,0,0.37356,32,0.0,Ahmedabad,136
0.0,115.7,34.5,0,0,0.0,0.0,0.0,0.0,1,0,0.06942,33,0.0,Ahmedabad,137
0.0,37.3,36.4,0,0,0.0,0.0,0.0,0.0,1,0,0.02238,34,0.0,Ahmedabad,138
0.0,130.4,33.7,0,0,0.0,0.0,0.0,0.0,1,0,0.07824,35,0.0,Ahmedabad,139
0.0,57.0,30.8,0,0,0.0,0.0,0.0,0.0,1,0,0.0342,36,0.0,Ahmedabad,140
0.0,129.5,32.8,0,0,0.0,0.0,0.0,0.0,1,0,0.0777,37,0.0,Ahmedabad,141
0.0,87.8,28.7,0,0,0.0,0.0,0.0,0.0,1,0,0.05268,38,0.0,Ahmedabad,142
0.0,59.8,39.3,0,0,0.0,0.0,0.0,0.0,1,0,0.035879999999999995,39,0.0,Ahmedabad,143
0.0,75.7,36.0,0,0,0.0,0.0,0.0,0.0,1,0,0.04542,40,0.0,Ahmedabad,144
186.6,151.8,27.2,0,1,0.0,0.0,0.0,0.0,1,0,0.6142799999999999,41,0.0,Ahmedabad,145
0.0,96.9,23.7,0,0,0.0,0.0,0.0,0.0,1,0,0.05814,42,0.0,Ahmedabad,146
25.2,62.8,30.5,0,0,0.0,0.0,0.0,0.0,1,0,0.08807999999999999,43,0.0,Ahmedabad,147
0.0,61.4,28.0,0,0,0.0,0.0,0.0,0.0,1,0,0.03684,44,0.0,Ahmedabad,148
0.0,241.1,28.2,0,0,0.0,0.0,0.0,0.0,0,1,0.14465999999999998,45,0.0,Ahmedabad,149
0.0,252.1,28.4,0,0,0.0,0.0,0.0,0.0,0,1,0.15125999999999998,46,0.0,Ahmedabad,150
0.0,334.0,23.0,0,0,0.0,0.0,0.0,0.0,0,1,0.2004,47,0.0,Ahmedabad,151
0.0,153.2,20.8,0,0,0.0,0.0,0.0,0.0,0,1,0.09191999999999999,48,0.0,Ahmedabad,152
0.0,312.0,31.5,0,0,0.0,0.0,0.0,0.0,0,1,0.1872,49,0.0,Ahmedabad,153
0.0,200.3,25.7,0,0,0.0,0.0,0.0,0.0,0,1,0.12018,50,0.0,Ahmedabad,154
0.0,220.2,23.0,0,0,0.0,0.0,0.0,0.0,0,1,0.13212,51,0.0,Ahmedabad,155
0.0,190.3,24.5,0,0,0.0,0.0,0.0,0.0,0,1,0.11418,52,0.0,Ahmedabad,156
0.0,167.7,26.6,0,0,0.3783192848020434,0.1742836526181354,153.83627075351214,783.0,0,1,0.10061999999999999,1,0.0,Bengaluru,1
0.0,135.7,19.7,0,0,0.3774835904628331,0.17691767180925666,154.24095371669006,713.0,0,1,0.08141999999999999,2,0.0,Bengaluru,2
0.0,149.1,22.0,0,0,0.37693368107302533,0.174753651266766,152.15096870342774,671.0,0,1,0.08945999999999998,3,0.0,Bengaluru,3
0.0,177.9,20.9,0,0,0.37869529042386185,0.17455180533751963,153.68492935635794,637.0,0,1,0.10674,4,0.0,Bengaluru,4
0.0,193.5,23.1,0,0,0.37860687397708676,0.17651931260229134,153.68788870703764,611.0,0,1,0.1161,5,0.0,Bengaluru,5
0.0,155.6,26.1,0,0,0.3802173380035026,0.1737141856392294,153.16707530647986,571.0,0,1,0.09335999999999998,6,0.0,Bengaluru,6
0.0,167.9,28.0,0,0,0.3809330855018587,0.17697230483271376,153.95873605947955,538.0,0,1,0.10074,7,0.0,Bengaluru,7
0.0,137.5,19.5,0,0,0.37790823529411766,0.1751664705882353,152.6178431372549,510.0,0,1,0.0825,8,0.0,Bengaluru,8
0.0,111.8,20.3,0,0,0.3787390396659708,0.17551419624217118,155.40104384133613,479.0,0,1,0.06708,9,0.0,Bengaluru,9
10.7,82.4,24.7,0,0,0.3806279120879121,0.17383120879120878,72.17758241758243,455.0,0,0,0.07084,10,0.0,Bengaluru,10
39.5,110.3,26.4,0,0,0.3808555555555555,0.17496782407407407,67.55995370370371,432.0,0,0,0.14518,11,0.0,Bengaluru,11
0.0,118.4,25.8,0,0,0.38130147420147414,0.17671523341523343,72.56781326781326,407.0,0,0,0.07104,12,0.0,Bengaluru,12
0.0,114.7,24.8,0,0,0.3788689473684211,0.17790605263157894,70.49473684210527,380.0,0,0,0.06881999999999999,13,0.0,Bengaluru,13
0.0,104.9,28.3,0,0,0.37852646239554316,0.17568384401114207,69.6200557103064,359.0,0,0,0.06294,14,0.0,Bengaluru,14
53.4,85.2,27.2,0,0,0.380509009009009,0.17903783783783783,69.82072072072071,333.0,0,0,0.15792,15,0.0,Bengaluru,15
0.0,82.7,24.8,0,0,0.3812553846153846,0.17329846153846154,70.57476923076923,325.0,0,0,0.049620000000000004,16,0.0,Bengaluru,16
22.0,72.4,28.3,0,0,0.3823253246753247,0.17185876623376622,71.41558441558442,308.0,0,0,0.08744,17,0.0,Bengaluru,17
0.0,54.4,28.6,0,0,0.38256712802768167,0.1724089965397924,67.68442906574394,289.0,0,0,0.032639999999999995,18,0.0,Bengaluru,18
0.0,85.5,28.2,0,0,0.3828992537313433,0.17478507462686566,69.36194029850746,268.0,0,0,0.051300000000000005,19,0.0,Bengaluru,19
0.0,47.6,32.1,0,0,0.3783435483870968,0.1735233870967742,69.3883064516129,248.0,0,0,0.028560000000000002,20,0.0,Bengaluru,20
0.0,66.3,27.4,0,0,0.3782935897435898,0.17772393162393163,70.57905982905983,234.0,0,0,0.039779999999999996,21,0.0,Bengaluru,21
0.0,98.9,34.2,0,0,0.37648986175115207,0.17753410138248849,69.22718894009216,217.0,0,0,0.05934,22,0.0,Bengaluru,22
0.0,37.2,31.4,0,0,0.3765514563106796,0.7756436893203884,69.60339805825242,206.0,1,0,0.022320000000000003,23,0.0,Bengaluru,23
31.3,72.0,37.1,0,0,0.37838214285714283,0.7768413265306122,67.21938775510205,196.0,1,0,0.1058,24,0.0,Bengaluru,24
0.0,89.3,31.2,0,0,0.3780576086956522,0.7760255434782609,71.0320652173913,184.0,1,0,0.053579999999999996,25,0.0,Bengaluru,25
0.0,92.9,35.8,0,0,0.37577085714285713,0.7743777142857142,65.59142857142857,175.0,1,0,0.055740000000000005,26,0.0,Bengaluru,26
0.0,53.0,30.3,0,0,0.37690060975609757,0.7798762195121951,70.97987804878049,164.0,1,0,0.031799999999999995,27,0.0,Bengaluru,27
0.0,50.0,31.1,0,0,0.3795039473684211,0.7673927631578947,67.35065789473684,152.0,1,0,0.03,28,0.0,Bengaluru,28
11.8,30.0,35.6,0,0,0.3785532374100719,0.7754014388489209,68.28561151079137,139.0,1,0,0.0416,29,0.0,Bengaluru,29
87.5,62.9,31.0,0,0,0.37968515625,0.77686171875,72.88515625,128.0,1,0,0.21274,30,2.7610513485011494,Bengaluru,30
20.2,51.6,32.1,0,0,0.38157024793388433,0.7798537190082645,68.62396694214875,121.0,1,0,0.07135999999999999,31,0.0,Bengaluru,31
50.3,62.2,31.5,0,0,0.3855438596491228,0.7730947368421053,70.6140350877193,114.0,1,0,0.13792000000000001,32,0.0,Bengaluru,32
60.2,67.7,32.9,0,0,0.3894079207920792,0.777029702970297,72.3940594059406,101.0,1,0,0.16102,33,0.0,Bengaluru,33
0.0,60.1,30.8,0,0,0.38985684210526317,0.7825726315789473,71.87578947368421,95.0,1,0,0.03606,34,0.0,Bengaluru,34
18.8,34.4,33.8,0,0,0.37760229885057467,0.7765942528735632,74.04482758620689,87.0,1,0,0.05824,35,0.0,Bengaluru,35
64.5,63.0,24.7,0,0,0.3783469135802469,0.7738950617283951,67.14074074074074,81.0,1,0,0.1668,36,2.4340325095206916,Bengaluru,36
186.8,38.9,26.9,0,0,0.37626111111111116,0.7707208333333333,67.30972222222222,72.0,1,0,0.39694,37,2.2586140697917267,Bengaluru,37
0.0,50.5,27.3,0,0,0.37818823529411766,0.7686897058823529,68.71470588235294,68.0,1,0,0.0303,38,0.0,Bengaluru,38
0.0,50.7,31.9,0,0,0.3718430769230769,0.7715107692307692,70.11076923076922,65.0,1,0,0.03042,39,0.0,Bengaluru,39
0.0,43.5,33.2,0,0,0.36722295081967216,0.7763081967213115,72.02459016393442,61.0,1,0,0.026099999999999998,40,0.0,Bengaluru,40
70.3,83.4,27.4,0,1,0.36792068965517244,0.7807551724137931,71.20344827586207,58.0,1,0,0.34064,41,1.4355744777550903,Bengaluru,41
0.0,30.0,29.5,0,0,0.367936,0.76472,71.6,50.0,1,0,0.018,42,0.0,Bengaluru,42
0.0,49.6,29.4,0,0,0.36963404255319154,0.7812446808510638,75.02553191489362,47.0,1,0,0.029759999999999998,43,0.0,Bengaluru,43
0.0,89.9,32.1,0,0,0.3697521739130435,0.7683847826086957,70.43695652173913,46.0,1,0,0.05394,44,0.0,Bengaluru,44
0.0,157.4,19.0,0,0,0.36947555555555556,0.16736666666666666,151.4311111111111,45.0,0,1,0.09444000000000001,45,0.0,Bengaluru,45
0.0,138.9,27.6,0,0,0.3672720930232558,0.17944418604651163,159.97441860465116,43.0,0,1,0.08334,46,0.0,Bengaluru,46
95.6,124.1,24.3,0,0,0.3652405405405405,0.1769918918918919,153.04594594594593,37.0,0,1,0.26566,47,2.177502949858447,Bengaluru,47
0.0,146.9,27.6,0,0,0.3652405405405405,0.18604324324324326,155.6081081081081,37.0,0,1,0.08814,48,0.0,Bengaluru,48
0.0,160.5,17.3,0,0,0.3521794117647059,0.17800588235294118,152.2264705882353,34.0,0,1,0.0963,49,0.0,Bengaluru,49
0.0,142.4,20.2,0,0,0.353153125,0.177640625,153.7625,32.0,0,1,0.08544,50,0.0,Bengaluru,50
0.0,146.4,22.8,0,0,0.3574346153846154,0.17715,143.73461538461538,26.0,0,1,0.08784,51,0.0,Bengaluru,51
0.0,196.6,23.5,0,0,0.359332,0.157324,151.016,25.0,0,1,0.11796,52,0.0,Bengaluru,52
